,drug_a_name,drug_b_name,cell_line,synergy,fold
5826,ZOLINZA,AZD1775,HCT116,13.2586607445,4
5827,ZOLINZA,BORTEZOMIB,HCT116,-3.8249030861,4
5828,ZOLINZA,ERLOTINIB,HCT116,-0.6286005348,4
5829,ZOLINZA,MK-2206,HCT116,23.1194219774,4
5830,5-FU,DINACICLIB,HT144,-3.4774222173,0
5831,5-FU,MK-8669,HT144,4.9157412874,0
5832,5-FU,PD325901,HT144,9.118873978,0
5834,5-FU,AZD1775,HT144,6.0653890015,1
5835,5-FU,BEZ-235,HT144,2.3230897887,1
5836,5-FU,DASATINIB,HT144,-22.9732781184,1
5837,5-FU,L778123,HT144,0.1977536279,1
5838,5-FU,LAPATINIB,HT144,4.6705749923,1
5839,5-FU,ABT-888,HT144,-3.7013547459,2
5840,5-FU,BORTEZOMIB,HT144,-14.5697825802,2
5841,5-FU,MK-2206,HT144,2.0214349365,2
5842,5-FU,MK-5108,HT144,0.7960237066,2
5843,5-FU,SORAFENIB,HT144,4.4595025987,2
5844,5-FU,ZOLINZA,HT144,-4.3947256659,2
5845,5-FU,ERLOTINIB,HT144,9.5594532711,3
5846,5-FU,MK-4827,HT144,-2.5727064212,3
5847,5-FU,SUNITINIB,HT144,4.6773891182,3
5848,5-FU,GELDANAMYCIN,HT144,5.3722158879,4
5849,5-FU,MK-8776,HT144,3.3707291943,4
5850,ABT-888,SN-38,HT144,8.1454557502,0
5851,ABT-888,MK-8669,HT144,-6.7340915687,1
5852,ABT-888,SORAFENIB,HT144,10.7410875508,1
5853,ABT-888,TOPOTECAN,HT144,-12.7181708313,1
5854,ABT-888,BEZ-235,HT144,19.9080663158,3
5855,ABT-888,GELDANAMYCIN,HT144,2.9857613765,3
5856,ABT-888,DINACICLIB,HT144,-1.2941638575,4
5857,ABT-888,MK-8776,HT144,-51.2198803715,4
5859,AZD1775,DINACICLIB,HT144,-0.0536854568,0
5860,AZD1775,MK-5108,HT144,0.523440619,0
5861,AZD1775,SN-38,HT144,8.1487292775,0
5862,AZD1775,GELDANAMYCIN,HT144,15.2214326733,1
5863,AZD1775,MK-4827,HT144,9.0378095278,1
5865,AZD1775,SORAFENIB,HT144,0.9629719889,1
5866,AZD1775,ABT-888,HT144,5.6905908645,2
5867,AZD1775,BORTEZOMIB,HT144,-1.6175545058,2
5868,AZD1775,DASATINIB,HT144,0.389012601,3
5869,AZD1775,ERLOTINIB,HT144,13.3070317412,3
5870,AZD1775,LAPATINIB,HT144,15.7587566202,3
5871,AZD1775,MK-8776,HT144,45.7101859904,3
5872,AZD1775,TOPOTECAN,HT144,9.4092711387,3
5873,AZD1775,BEZ-235,HT144,30.7639732715,4
5874,AZD1775,MK-2206,HT144,8.6111495975,4
5875,AZD1775,MK-8669,HT144,20.2523933896,4
5876,AZD1775,PD325901,HT144,22.5463244697,4
5877,BEZ-235,DINACICLIB,HT144,8.4579767717,0
5878,BEZ-235,SORAFENIB,HT144,12.9873357205,1
5879,BEZ-235,MK-8776,HT144,-140.3657077368,2
5881,BEZ-235,SN-38,HT144,28.4469513443,4
5882,BORTEZOMIB,DINACICLIB,HT144,-18.78198328,1
5883,BORTEZOMIB,MK-8669,HT144,-11.5765602803,1
5884,BORTEZOMIB,SORAFENIB,HT144,-8.7983933348,1
5885,BORTEZOMIB,ABT-888,HT144,-2.1689537768,2
5886,BORTEZOMIB,BEZ-235,HT144,7.5182518604,2
5887,BORTEZOMIB,DASATINIB,HT144,-13.5857446319,2
5889,BORTEZOMIB,SN-38,HT144,-5.1676531845,2
5890,BORTEZOMIB,MK-8776,HT144,-167.5247326516,3
5891,BORTEZOMIB,TOPOTECAN,HT144,-5.6845280502,3
5892,BORTEZOMIB,GELDANAMYCIN,HT144,-13.7455619588,4
5913,CYCLOPHOSPHAMIDE,ABT-888,HT144,7.7012014511,0
5914,CYCLOPHOSPHAMIDE,AZD1775,HT144,4.334035804,0
5915,CYCLOPHOSPHAMIDE,BORTEZOMIB,HT144,4.2484186582,0
5916,CYCLOPHOSPHAMIDE,ERLOTINIB,HT144,-13.5716823426,0
5917,CYCLOPHOSPHAMIDE,GELDANAMYCIN,HT144,-11.2807849158,0
5918,CYCLOPHOSPHAMIDE,PD325901,HT144,-7.7826781881,0
5919,CYCLOPHOSPHAMIDE,BEZ-235,HT144,4.1806030974,1
5920,CYCLOPHOSPHAMIDE,DASATINIB,HT144,-53.7964811886,1
5921,CYCLOPHOSPHAMIDE,DINACICLIB,HT144,4.0111419383,1
5922,CYCLOPHOSPHAMIDE,SORAFENIB,HT144,7.2220454519,1
5923,CYCLOPHOSPHAMIDE,MK-8669,HT144,14.8486656309,2
5924,CYCLOPHOSPHAMIDE,SUNITINIB,HT144,-0.2350160907,2
5925,CYCLOPHOSPHAMIDE,L778123,HT144,-0.3651390749,3
5926,CYCLOPHOSPHAMIDE,MK-4827,HT144,-0.3991388952,3
5927,CYCLOPHOSPHAMIDE,MK-5108,HT144,10.4350806395,3
5929,CYCLOPHOSPHAMIDE,ZOLINZA,HT144,7.1583625225,3
5930,CYCLOPHOSPHAMIDE,LAPATINIB,HT144,-12.5492312719,4
5931,CYCLOPHOSPHAMIDE,MK-2206,HT144,13.4937261218,4
5932,CYCLOPHOSPHAMIDE,MK-8776,HT144,11.4108212503,4
5933,DASATINIB,ABT-888,HT144,-15.5912574577,0
5934,DASATINIB,MK-8776,HT144,19.9828389619,1
5936,DASATINIB,TOPOTECAN,HT144,-31.7610064048,1
5937,DASATINIB,DINACICLIB,HT144,2.8718379208,2
5938,DASATINIB,SORAFENIB,HT144,5.8619719657,3
5939,DASATINIB,BEZ-235,HT144,17.9037148035,4
5940,DASATINIB,GELDANAMYCIN,HT144,-55.1388975573,4
5941,DASATINIB,MK-8669,HT144,-11.9108411772,4
5942,DASATINIB,SN-38,HT144,-8.4647013654,4
5943,DEXAMETHASONE,MK-5108,HT144,-1.8832912359,0
5945,DEXAMETHASONE,GELDANAMYCIN,HT144,-8.6847139954,1
5946,DEXAMETHASONE,MK-8669,HT144,7.9753293036,1
5947,DEXAMETHASONE,ABT-888,HT144,-8.9831980968,2
5948,DEXAMETHASONE,BEZ-235,HT144,10.377439529,2
5949,DEXAMETHASONE,MK-4827,HT144,-9.9041331139,2
5950,DEXAMETHASONE,BORTEZOMIB,HT144,-13.1619824765,3
5951,DEXAMETHASONE,DINACICLIB,HT144,-12.6941276895,3
5952,DEXAMETHASONE,L778123,HT144,-3.9502019018,3
5953,DEXAMETHASONE,ZOLINZA,HT144,-7.2297927664,3
5954,DEXAMETHASONE,AZD1775,HT144,3.8366802908,4
5955,DEXAMETHASONE,DASATINIB,HT144,-35.9811598222,4
5956,DEXAMETHASONE,ERLOTINIB,HT144,-21.4270670835,4
5957,DEXAMETHASONE,LAPATINIB,HT144,-18.7671907707,4
5958,DEXAMETHASONE,MK-2206,HT144,-2.4668672292,4
5959,DEXAMETHASONE,MK-8776,HT144,5.7934706085,4
5960,DEXAMETHASONE,PD325901,HT144,2.360633829,4
5961,DEXAMETHASONE,SORAFENIB,HT144,-0.3547568515,4
5962,DEXAMETHASONE,SUNITINIB,HT144,0.8815839076,4
5963,DINACICLIB,MK-8776,HT144,5.0502330647,1
5964,DOXORUBICIN,DINACICLIB,HT144,-4.440088028,0
5965,DOXORUBICIN,GELDANAMYCIN,HT144,-2.4995397675,0
5966,DOXORUBICIN,L778123,HT144,1.8223588715,0
5967,DOXORUBICIN,LAPATINIB,HT144,16.9060561919,0
5968,DOXORUBICIN,ZOLINZA,HT144,0.6472464552,0
5969,DOXORUBICIN,ERLOTINIB,HT144,9.0409540036,1
5970,DOXORUBICIN,MK-2206,HT144,27.5580327341,1
5971,DOXORUBICIN,PD325901,HT144,7.8425793449,1
5972,DOXORUBICIN,SORAFENIB,HT144,-4.139761502,1
5973,DOXORUBICIN,ABT-888,HT144,6.4323515258,2
5975,DOXORUBICIN,AZD1775,HT144,15.4897314102,3
5976,DOXORUBICIN,MK-4827,HT144,-4.8211541199,3
5977,DOXORUBICIN,MK-5108,HT144,-11.6692939548,3
5978,DOXORUBICIN,MK-8669,HT144,30.4609899553,3
5979,DOXORUBICIN,BEZ-235,HT144,30.6317782776,4
5980,DOXORUBICIN,BORTEZOMIB,HT144,-11.2431051683,4
5981,DOXORUBICIN,DASATINIB,HT144,-9.3835919569,4
5982,DOXORUBICIN,MK-8776,HT144,20.6100464701,4
5983,DOXORUBICIN,SUNITINIB,HT144,-4.6103970187,4
5984,ERLOTINIB,BEZ-235,HT144,8.3231948514,0
5985,ERLOTINIB,BORTEZOMIB,HT144,-16.1994716739,0
5986,ERLOTINIB,DINACICLIB,HT144,0.6083030631,0
5988,ERLOTINIB,SORAFENIB,HT144,0.4579421154,1
5989,ERLOTINIB,MK-8776,HT144,7.3340501983,2
5990,ERLOTINIB,PD325901,HT144,14.3884974381,2
5991,ERLOTINIB,SN-38,HT144,11.9553383751,2
5992,ERLOTINIB,DASATINIB,HT144,-44.271316482,3
5993,ERLOTINIB,TOPOTECAN,HT144,21.4128154379,3
5994,ERLOTINIB,ABT-888,HT144,-5.994644575,4
5995,ERLOTINIB,GELDANAMYCIN,HT144,15.6637565514,4
5996,ERLOTINIB,MK-8669,HT144,36.793717447,4
5997,ETOPOSIDE,GELDANAMYCIN,HT144,13.8275485332,0
5998,ETOPOSIDE,MK-8669,HT144,41.5899265685,0
5999,ETOPOSIDE,BORTEZOMIB,HT144,2.1652167641,1
6000,ETOPOSIDE,DINACICLIB,HT144,-6.2085399272,1
6001,ETOPOSIDE,SORAFENIB,HT144,6.0635993224,1
6003,ETOPOSIDE,BEZ-235,HT144,36.3439959518,2
6004,ETOPOSIDE,ERLOTINIB,HT144,31.446221627,2
6005,ETOPOSIDE,MK-2206,HT144,47.8440531222,2
6006,ETOPOSIDE,MK-4827,HT144,14.3526778982,2
6007,ETOPOSIDE,MK-8776,HT144,26.8748606603,2
6008,ETOPOSIDE,ZOLINZA,HT144,11.8962736338,2
6009,ETOPOSIDE,ABT-888,HT144,0.5510872045,3
6010,ETOPOSIDE,AZD1775,HT144,18.2433503192,3
6011,ETOPOSIDE,SUNITINIB,HT144,0.1897244403,3
6012,ETOPOSIDE,DASATINIB,HT144,-36.2382421829,4
6013,ETOPOSIDE,LAPATINIB,HT144,12.7503396176,4
6014,ETOPOSIDE,MK-5108,HT144,-2.8871973316,4
6015,ETOPOSIDE,PD325901,HT144,39.7482992348,4
6016,GELDANAMYCIN,SN-38,HT144,5.4243218112,1
6017,GELDANAMYCIN,BEZ-235,HT144,45.4812279711,2
6018,GELDANAMYCIN,DINACICLIB,HT144,5.0038816345,2
6020,GELDANAMYCIN,SORAFENIB,HT144,-0.5753244291,2
6021,GELDANAMYCIN,TOPOTECAN,HT144,-1.1705889077,3
6022,GELDANAMYCIN,MK-8776,HT144,-198.6874065875,4
6023,GEMCITABINE,ABT-888,HT144,-1.4612399049,0
6024,GEMCITABINE,BEZ-235,HT144,24.0951272542,0
6025,GEMCITABINE,GELDANAMYCIN,HT144,6.2310625919,0
6026,GEMCITABINE,LAPATINIB,HT144,-4.6028455674,0
6027,GEMCITABINE,ERLOTINIB,HT144,3.5993856934,1
6028,GEMCITABINE,MK-2206,HT144,26.1244642651,1
6029,GEMCITABINE,PD325901,HT144,9.5157815586,1
6030,GEMCITABINE,SORAFENIB,HT144,-1.643253355,1
6031,GEMCITABINE,DASATINIB,HT144,-12.1084856788,2
6032,GEMCITABINE,MK-8669,HT144,22.881679374,2
6033,GEMCITABINE,MK-8776,HT144,49.1959390522,2
6034,GEMCITABINE,SUNITINIB,HT144,1.736908256,2
6036,GEMCITABINE,AZD1775,HT144,16.0645426112,3
6037,GEMCITABINE,DINACICLIB,HT144,-2.7572924968,3
6038,GEMCITABINE,MK-4827,HT144,5.354020364,3
6039,GEMCITABINE,BORTEZOMIB,HT144,8.5208844149,4
6040,GEMCITABINE,MK-5108,HT144,3.9438476902,4
6041,L778123,BEZ-235,HT144,35.9706855002,0
6042,L778123,ERLOTINIB,HT144,8.9365434043,0
6043,L778123,GELDANAMYCIN,HT144,19.8037426566,0
6044,L778123,MK-2206,HT144,13.4514560674,0
6045,L778123,MK-5108,HT144,4.7644489333,0
6047,L778123,TOPOTECAN,HT144,7.1966692556,0
6048,L778123,ABT-888,HT144,-5.051855266,1
6049,L778123,PD325901,HT144,29.5766275426,1
6050,L778123,ZOLINZA,HT144,-1.1235768657,1
6051,L778123,BORTEZOMIB,HT144,-9.582782667,2
6052,L778123,ETOPOSIDE,HT144,9.6606599805,2
6053,L778123,MK-8776,HT144,-69.5529801543,2
6055,L778123,SN-38,HT144,8.2373173569,2
6056,L778123,SUNITINIB,HT144,11.0854032968,2
6057,L778123,DASATINIB,HT144,-5.2278088808,3
6058,L778123,DINACICLIB,HT144,1.6331943256,3
6059,L778123,LAPATINIB,HT144,11.8898917881,3
6060,L778123,MK-4827,HT144,-53.4817714843,3
6061,L778123,MK-8669,HT144,40.5420131053,3
6062,L778123,VINORELBINE,HT144,14.4951714189,3
6063,L778123,AZD1775,HT144,15.2834752191,4
6064,L778123,GEMCITABINE,HT144,2.7178089722,4
6065,L778123,SORAFENIB,HT144,5.1808092956,4
6066,LAPATINIB,BORTEZOMIB,HT144,-3.6050103196,0
6067,LAPATINIB,MK-8776,HT144,18.1189365309,0
6069,LAPATINIB,DASATINIB,HT144,-39.7218864093,1
6070,LAPATINIB,PD325901,HT144,24.0154799794,1
6071,LAPATINIB,TOPOTECAN,HT144,10.1313738441,1
6072,LAPATINIB,ABT-888,HT144,-0.4604287769,2
6073,LAPATINIB,MK-2206,HT144,25.9621603855,2
6074,LAPATINIB,MK-8669,HT144,11.4805763128,2
6075,LAPATINIB,DINACICLIB,HT144,17.9827374953,3
6076,LAPATINIB,ERLOTINIB,HT144,-15.0509104082,3
6077,LAPATINIB,GELDANAMYCIN,HT144,20.2645926405,3
6078,LAPATINIB,MK-4827,HT144,17.5187190003,3
6079,LAPATINIB,SN-38,HT144,13.5195435048,3
6080,LAPATINIB,SORAFENIB,HT144,15.3015547309,3
6081,LAPATINIB,BEZ-235,HT144,19.934078391,4
6082,LAPATINIB,MK-5108,HT144,10.9924800268,4
6083,METFORMIN,DASATINIB,HT144,-38.9127885032,0
6084,METFORMIN,ERLOTINIB,HT144,-3.4728603705,0
6085,METFORMIN,L778123,HT144,-0.5471476877,0
6086,METFORMIN,MK-8669,HT144,2.2294792622,0
6087,METFORMIN,MK-8776,HT144,11.6151275707,0
6088,METFORMIN,AZD1775,HT144,6.6387835005,1
6089,METFORMIN,PD325901,HT144,-3.810899035,1
6090,METFORMIN,SUNITINIB,HT144,-0.3234606265,1
6091,METFORMIN,ABT-888,HT144,-7.006615078,2
6092,METFORMIN,MK-4827,HT144,3.8369038195,2
6093,METFORMIN,MK-5108,HT144,-1.6756058291,2
6094,METFORMIN,BEZ-235,HT144,13.9856760398,3
6095,METFORMIN,GELDANAMYCIN,HT144,-13.9398925129,3
6096,METFORMIN,LAPATINIB,HT144,-2.1272972995,3
6097,METFORMIN,SORAFENIB,HT144,8.4701084948,3
6099,METFORMIN,BORTEZOMIB,HT144,-7.9501188107,4
6100,METFORMIN,DINACICLIB,HT144,-7.7361432406,4
6101,METFORMIN,MK-2206,HT144,3.0408406162,4
6102,METFORMIN,ZOLINZA,HT144,-2.7067351104,4
6103,METHOTREXATE,AZD1775,HT144,9.7638657214,0
6104,METHOTREXATE,BEZ-235,HT144,7.2575599583,0
6105,METHOTREXATE,DINACICLIB,HT144,-0.5933899743,0
6106,METHOTREXATE,GELDANAMYCIN,HT144,-2.9421016956,0
6107,METHOTREXATE,LAPATINIB,HT144,-1.2459319799,0
6108,METHOTREXATE,MK-4827,HT144,-5.9888389032,0
6109,METHOTREXATE,MK-5108,HT144,-7.3496960245,0
6110,METHOTREXATE,MK-8669,HT144,5.2337616838,0
6111,METHOTREXATE,SUNITINIB,HT144,-2.8782961518,0
6112,METHOTREXATE,ZOLINZA,HT144,-5.870905196,0
6113,METHOTREXATE,MK-2206,HT144,12.3935300804,1
6114,METHOTREXATE,MK-8776,HT144,2.3537499151,1
6115,METHOTREXATE,BORTEZOMIB,HT144,-5.9824949584,2
6116,METHOTREXATE,ERLOTINIB,HT144,-2.5459846086,2
6117,METHOTREXATE,L778123,HT144,-3.105971225,2
6118,METHOTREXATE,ABT-888,HT144,-0.0324452753,3
6119,METHOTREXATE,SORAFENIB,HT144,4.8961450354,3
6121,METHOTREXATE,DASATINIB,HT144,-34.2417502071,4
6122,METHOTREXATE,PD325901,HT144,0.584294256,4
6143,MK-2206,TOPOTECAN,HT144,24.2254544672,0
6144,MK-2206,ERLOTINIB,HT144,20.2613312184,1
6145,MK-2206,SN-38,HT144,44.7068880793,1
6146,MK-2206,BEZ-235,HT144,21.911453462,2
6147,MK-2206,MK-8669,HT144,46.104467135,2
6148,MK-2206,GELDANAMYCIN,HT144,22.069446776,3
6149,MK-2206,ABT-888,HT144,6.1038841984,4
6150,MK-2206,BORTEZOMIB,HT144,-7.7162511994,4
6151,MK-2206,DASATINIB,HT144,20.4816067385,4
6152,MK-2206,DINACICLIB,HT144,6.5186131599,4
6153,MK-2206,MK-8776,HT144,32.0671554272,4
6155,MK-2206,PD325901,HT144,21.7885273964,4
6156,MK-2206,SORAFENIB,HT144,10.2673131994,4
6194,MK-4827,BEZ-235,HT144,22.5142329719,0
6195,MK-4827,DINACICLIB,HT144,-6.7525883605,0
6197,MK-4827,BORTEZOMIB,HT144,-153.9406707298,1
6198,MK-4827,MK-2206,HT144,10.0544586979,1
6199,MK-4827,MK-8776,HT144,21.7663508857,1
6200,MK-4827,DASATINIB,HT144,-38.1379147593,2
6201,MK-4827,MK-8669,HT144,10.6476492977,2
6202,MK-4827,SN-38,HT144,15.6290918857,2
6203,MK-4827,GELDANAMYCIN,HT144,-192.3795412676,3
6204,MK-4827,PD325901,HT144,7.4068046592,3
6205,MK-4827,SORAFENIB,HT144,5.1843715121,3
6206,MK-4827,ABT-888,HT144,-27.3901260827,4
6207,MK-4827,ERLOTINIB,HT144,4.5082601753,4
6208,MK-4827,TOPOTECAN,HT144,1.7452910357,4
6209,MK-5108,MK-8776,HT144,-6.3600947377,0
6210,MK-5108,ABT-888,HT144,17.2349887807,1
6211,MK-5108,BEZ-235,HT144,6.1895519026,1
6212,MK-5108,DASATINIB,HT144,-34.6447366365,1
6213,MK-5108,ERLOTINIB,HT144,12.608817768,1
6214,MK-5108,GELDANAMYCIN,HT144,-1.3823519971,1
6215,MK-5108,SN-38,HT144,-7.5755413296,1
6216,MK-5108,SORAFENIB,HT144,5.7917306093,1
6217,MK-5108,BORTEZOMIB,HT144,-18.6569206031,2
6218,MK-5108,PD325901,HT144,8.1354999076,2
6219,MK-5108,DINACICLIB,HT144,-7.0969370131,3
6220,MK-5108,MK-2206,HT144,9.2935359497,3
6221,MK-5108,MK-4827,HT144,-3.9928755323,3
6222,MK-5108,MK-8669,HT144,5.7859467817,3
6224,MK-5108,TOPOTECAN,HT144,-2.6037463478,3
6226,MK-8669,MK-8776,HT144,42.2723991507,2
6227,MK-8669,TOPOTECAN,HT144,33.4545118078,2
6228,MK-8669,BEZ-235,HT144,93.0182210581,3
6229,MK-8669,DINACICLIB,HT144,-0.143698773,3
6230,MK-8669,SN-38,HT144,26.9966234954,3
6231,MK-8669,GELDANAMYCIN,HT144,25.1781021159,4
6232,MK-8669,SORAFENIB,HT144,15.5001960848,4
6272,PACLITAXEL,ABT-888,HT144,6.4863921303,0
6273,PACLITAXEL,DASATINIB,HT144,-1.9056181408,0
6274,PACLITAXEL,L778123,HT144,19.492976425,0
6275,PACLITAXEL,MK-8776,HT144,9.6845161743,0
6276,PACLITAXEL,SUNITINIB,HT144,11.3272419473,0
6277,PACLITAXEL,LAPATINIB,HT144,33.8757308544,1
6278,PACLITAXEL,MK-5108,HT144,21.7799988795,1
6279,PACLITAXEL,GELDANAMYCIN,HT144,7.9924900483,2
6280,PACLITAXEL,MK-2206,HT144,50.9467603013,2
6281,PACLITAXEL,MK-4827,HT144,-14.9547983977,2
6282,PACLITAXEL,BEZ-235,HT144,27.1080331341,3
6284,PACLITAXEL,ZOLINZA,HT144,17.6586495155,3
6285,PACLITAXEL,AZD1775,HT144,28.6902464607,4
6286,PACLITAXEL,BORTEZOMIB,HT144,-9.0272096176,4
6287,PACLITAXEL,DINACICLIB,HT144,14.5997974221,4
6288,PACLITAXEL,ERLOTINIB,HT144,26.0766641236,4
6289,PACLITAXEL,MK-8669,HT144,39.5321609357,4
6290,PACLITAXEL,PD325901,HT144,39.2383137401,4
6291,PACLITAXEL,SORAFENIB,HT144,6.9577307006,4
6292,PD325901,DINACICLIB,HT144,-0.4208161447,0
6294,PD325901,SORAFENIB,HT144,16.4040748971,0
6295,PD325901,MK-8669,HT144,39.9845658552,1
6296,PD325901,ABT-888,HT144,1.4734187491,2
6297,PD325901,BEZ-235,HT144,43.9673596181,2
6298,PD325901,GELDANAMYCIN,HT144,12.1151470357,2
6299,PD325901,MK-8776,HT144,-176.1606765685,2
6300,PD325901,SN-38,HT144,19.0719114352,2
6301,PD325901,TOPOTECAN,HT144,30.2244568638,2
6302,PD325901,DASATINIB,HT144,-54.1004969773,3
6303,PD325901,BORTEZOMIB,HT144,0.2726825152,4
6304,SN-38,DINACICLIB,HT144,-10.904448349,0
6305,SN-38,MK-8776,HT144,10.1496854823,0
6306,SN-38,SORAFENIB,HT144,12.0411818377,2
6307,SORAFENIB,DINACICLIB,HT144,-2.9898738273,1
6308,SORAFENIB,MK-8776,HT144,6.6120411365,4
6309,SUNITINIB,DINACICLIB,HT144,8.9816173635,0
6310,SUNITINIB,MK-5108,HT144,-0.9895723051,0
6311,SUNITINIB,BEZ-235,HT144,13.7282441028,1
6312,SUNITINIB,DASATINIB,HT144,-5.9422624918,1
6313,SUNITINIB,MK-4827,HT144,-0.1073377902,1
6314,SUNITINIB,SN-38,HT144,8.5113135463,1
6315,SUNITINIB,AZD1775,HT144,1.9808217994,2
6316,SUNITINIB,ERLOTINIB,HT144,6.2927507325,2
6317,SUNITINIB,MK-2206,HT144,23.4319584353,2
6318,SUNITINIB,MK-8776,HT144,8.4049330417,2
6320,SUNITINIB,TOPOTECAN,HT144,-6.7792628017,2
6321,SUNITINIB,GELDANAMYCIN,HT144,3.039093685,3
6322,SUNITINIB,LAPATINIB,HT144,22.6486975332,3
6324,SUNITINIB,SORAFENIB,HT144,1.8658945799,3
6325,SUNITINIB,ABT-888,HT144,1.1511631322,4
6326,SUNITINIB,BORTEZOMIB,HT144,-6.6702052924,4
6327,SUNITINIB,MK-8669,HT144,35.0826011566,4
6328,SUNITINIB,PD325901,HT144,5.88203857,4
6348,TOPOTECAN,BEZ-235,HT144,48.7562979347,1
6349,TOPOTECAN,DINACICLIB,HT144,9.842055344,2
6350,TOPOTECAN,SORAFENIB,HT144,5.4811394743,2
6351,TOPOTECAN,MK-8776,HT144,28.5000846359,4
6352,VINBLASTINE,DASATINIB,HT144,-39.597134453,0
6353,VINBLASTINE,DINACICLIB,HT144,-13.6417452326,0
6354,VINBLASTINE,MK-2206,HT144,24.6775111165,0
6355,VINBLASTINE,MK-8669,HT144,23.2985928185,0
6356,VINBLASTINE,MK-8776,HT144,7.8578347962,0
6357,VINBLASTINE,AZD1775,HT144,11.8261906101,1
6358,VINBLASTINE,BORTEZOMIB,HT144,-17.8595774181,1
6359,VINBLASTINE,GELDANAMYCIN,HT144,-17.9242832258,1
6360,VINBLASTINE,SORAFENIB,HT144,17.8721918112,1
6361,VINBLASTINE,ZOLINZA,HT144,2.2034373108,1
6362,VINBLASTINE,BEZ-235,HT144,37.5975152533,2
6363,VINBLASTINE,L778123,HT144,28.3572738033,2
6364,VINBLASTINE,MK-5108,HT144,13.581008089,2
6365,VINBLASTINE,SUNITINIB,HT144,7.009757364,2
6366,VINBLASTINE,ABT-888,HT144,-31.9520345675,3
6367,VINBLASTINE,ERLOTINIB,HT144,33.6988324652,3
6369,VINBLASTINE,LAPATINIB,HT144,6.7241435462,4
6370,VINBLASTINE,MK-4827,HT144,-2.4443807647,4
6371,VINBLASTINE,PD325901,HT144,24.4575839766,4
6372,VINORELBINE,MK-2206,HT144,24.0419015655,0
6374,VINORELBINE,ERLOTINIB,HT144,23.9388386205,1
6375,VINORELBINE,LAPATINIB,HT144,18.9684853475,1
6376,VINORELBINE,MK-8776,HT144,6.4859892771,1
6377,VINORELBINE,PD325901,HT144,31.8602883813,1
6378,VINORELBINE,SORAFENIB,HT144,6.3835150124,1
6379,VINORELBINE,ZOLINZA,HT144,-0.7270334074,1
6380,VINORELBINE,DASATINIB,HT144,-35.8480182131,2
6381,VINORELBINE,DINACICLIB,HT144,-0.0348254882,2
6382,VINORELBINE,GELDANAMYCIN,HT144,2.0291796214,2
6383,VINORELBINE,SUNITINIB,HT144,9.6776911952,2
6384,VINORELBINE,ABT-888,HT144,-3.3745787576,3
6385,VINORELBINE,BORTEZOMIB,HT144,-9.7794957463,3
6386,VINORELBINE,MK-5108,HT144,-14.1444478764,3
6387,VINORELBINE,MK-8669,HT144,11.8433010192,3
6388,VINORELBINE,AZD1775,HT144,5.3345628362,4
6389,VINORELBINE,BEZ-235,HT144,39.3234412043,4
6390,VINORELBINE,MK-4827,HT144,-36.6897187086,4
6391,ZOLINZA,DINACICLIB,HT144,-21.2028908942,0
6392,ZOLINZA,MK-5108,HT144,2.8525557204,0
6393,ZOLINZA,MK-8669,HT144,8.0648234513,0
6394,ZOLINZA,SN-38,HT144,8.3259852328,0
6395,ZOLINZA,SORAFENIB,HT144,-8.5640266164,0
6396,ZOLINZA,BEZ-235,HT144,8.4488084938,1
6397,ZOLINZA,MK-4827,HT144,7.0465798243,1
6398,ZOLINZA,MK-8776,HT144,21.5019296281,1
6399,ZOLINZA,ABT-888,HT144,5.7066157769,2
6400,ZOLINZA,GELDANAMYCIN,HT144,-23.8872848082,2
6401,ZOLINZA,GEMCITABINE,HT144,13.0498578394,2
6402,ZOLINZA,LAPATINIB,HT144,9.3300803666,2
6403,ZOLINZA,PD325901,HT144,-30.7234261421,2
6405,ZOLINZA,TOPOTECAN,HT144,9.121469737,2
6406,ZOLINZA,DASATINIB,HT144,33.7944782211,3
6408,ZOLINZA,SUNITINIB,HT144,-10.8423333126,3
6409,ZOLINZA,AZD1775,HT144,-0.4854218479,4
6410,ZOLINZA,BORTEZOMIB,HT144,4.1140228897,4
6411,ZOLINZA,ERLOTINIB,HT144,12.3802441134,4
6412,ZOLINZA,MK-2206,HT144,16.7938421645,4
6413,5-FU,DINACICLIB,HT29,-2.5394087442,0
6414,5-FU,MK-8669,HT29,11.8105759879,0
6415,5-FU,PD325901,HT29,3.1505895344,0
6417,5-FU,AZD1775,HT29,-2.712205241,1
6418,5-FU,BEZ-235,HT29,11.8958027211,1
6419,5-FU,DASATINIB,HT29,17.0669807634,1
6420,5-FU,L778123,HT29,17.5439742462,1
6421,5-FU,LAPATINIB,HT29,4.5330856346,1
6422,5-FU,ABT-888,HT29,10.1734339084,2
6423,5-FU,BORTEZOMIB,HT29,-15.9516134706,2
6424,5-FU,MK-2206,HT29,15.704505817,2
6425,5-FU,MK-5108,HT29,12.4304918803,2
6426,5-FU,SORAFENIB,HT29,-3.5516108333,2
6427,5-FU,ZOLINZA,HT29,-1.4276838904,2
6428,5-FU,ERLOTINIB,HT29,11.3374716212,3
6429,5-FU,MK-4827,HT29,3.2803166061,3
6430,5-FU,SUNITINIB,HT29,3.3790463977,3
6431,5-FU,GELDANAMYCIN,HT29,-3.9460712694,4
6432,5-FU,MK-8776,HT29,13.4315421383,4
6433,ABT-888,SN-38,HT29,9.5417494003,0
6434,ABT-888,MK-8669,HT29,5.0791192637,1
